Los Angeles;CA,2018-12-21,21.27
Los Angeles;CA,2018-12-22,14.78
Los Angeles;CA,2018-12-24,23.96
Los Angeles;CA,2018-12-26,15.00
Los Angeles;CA,2018-12-29,14.83
Los Angeles;CA,2018-12-30,18.66
Los Angeles;CA,2019-06-14,22.52
Los Angeles;CA,2019-06-15,27.87
Los Angeles;CA,2019-06-21,24.12
Los Angeles;CA,2019-06-22,17.51
Los Angeles;CA,2019-06-25,20.50
Los Angeles;CA,2019-07-04,21.13
Los Angeles;CA,2019-07-05,20.70
Los Angeles;CA,2019-07-06,24.32
Los Angeles;CA,2019-07-07,24.63
Los Angeles;CA,2019-07-08,26.19
Los Angeles;CA,2019-07-16,10.99
Los Angeles;CA,2019-07-20,23.99
Los Angeles;CA,2019-07-22,18.39
Los Angeles;CA,2019-07-25,21.96
Los Angeles;CA,2019-07-26,26.70
Los Angeles;CA,2019-07-27,24.38
Los Angeles;CA,2019-08-01,25.32
Los Angeles;CA,2019-08-06,13.23
Los Angeles;CA,2019-08-07,21.62
Los Angeles;CA,2019-08-09,17.86
Los Angeles;CA,2019-08-10,18.21
Los Angeles;CA,2019-08-11,17.56
Los Angeles;CA,2019-08-15,13.94
Los Angeles;CA,2019-08-16,23.49
Los Angeles;CA,2019-08-17,26.04
Los Angeles;CA,2019-08-18,27.20
Los Angeles;CA,2019-08-19,16.88
Los Angeles;CA,2019-08-20,20.71
Los Angeles;CA,2019-08-21,19.93
Los Angeles;CA,2019-08-22,36.92
Los Angeles;CA,2019-08-23,20.23
Los Angeles;CA,2019-08-24,28.34
Los Angeles;CA,2019-08-25,19.96
Los Angeles;CA,2019-08-26,14.66
Los Angeles;CA,2019-08-28,15.44
Los Angeles;CA,2019-08-29,18.66
Los Angeles;CA,2019-08-31,26.90
Los Angeles;CA,2019-09-01,27.63
Los Angeles;CA,2019-09-02,14.08
Los Angeles;CA,2019-09-04,20.37
Los Angeles;CA,2019-09-05,20.31
Los Angeles;CA,2019-09-06,22.03
Los Angeles;CA,2019-09-07,20.53
Los Angeles;CA,2019-09-08,16.77
Los Angeles;CA,2019-09-09,16.93
Los Angeles;CA,2019-09-11,13.65
Los Angeles;CA,2019-09-12,13.75
Los Angeles;CA,2019-09-13,32.24
Los Angeles;CA,2019-09-14,32.79
Los Angeles;CA,2019-09-15,18.08
Los Angeles;CA,2019-09-16,14.87
Los Angeles;CA,2019-09-17,26.01
Los Angeles;CA,2019-09-18,25.92
Los Angeles;CA,2019-09-19,19.21
Los Angeles;CA,2019-09-20,17.80
Los Angeles;CA,2019-09-21,34.90
Los Angeles;CA,2019-09-23,20.69
Los Angeles;CA,2019-09-24,22.74
Los Angeles;CA,2019-09-26,13.44
Los Angeles;CA,2019-09-27,19.06
Los Angeles;CA,2019-09-28,15.22
